=======================================================
ALL-GRID MATHEMATICAL PATTERN REPORT
Target Character: 'A'
Total File Size: 243496 characters
Grid Dimensions: 100 cols x 2435 rows
=======================================================

Row 0001 [Slots      0..    99] | Count: 25 | Type: IRREGULAR_CLUSTER  | Formula: Start #5, Deltas: 1.8.2.2.1.1...
Row 0619 [Slots  61800.. 61899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 61870 + (9 * k) [k=0..1]
Row 0620 [Slots  61900.. 61999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0621 [Slots  62000.. 62099] | Count:  1 | Type: SINGLE             | Formula: Slot #62077 (Offset +77)
Row 0622 [Slots  62100.. 62199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0623 [Slots  62200.. 62299] | Count:  1 | Type: SINGLE             | Formula: Slot #62263 (Offset +63)
Row 0624 [Slots  62300.. 62399] | Count:  1 | Type: SINGLE             | Formula: Slot #62396 (Offset +96)
Row 0625 [Slots  62400.. 62499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 62416 + (6 * k) [k=0..1]
Row 0626 [Slots  62500.. 62599] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #62504, Deltas: 3.49.37
Row 0627 [Slots  62600.. 62699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #62615, Deltas: 63.12
Row 0628 [Slots  62700.. 62799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0629 [Slots  62800.. 62899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0630 [Slots  62900.. 62999] | Count:  1 | Type: SINGLE             | Formula: Slot #62939 (Offset +39)
Row 0631 [Slots  63000.. 63099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0632 [Slots  63100.. 63199] | Count:  1 | Type: SINGLE             | Formula: Slot #63128 (Offset +28)
Row 0633 [Slots  63200.. 63299] | Count:  1 | Type: SINGLE             | Formula: Slot #63260 (Offset +60)
Row 0634 [Slots  63300.. 63399] | Count:  1 | Type: SINGLE             | Formula: Slot #63311 (Offset +11)
Row 0635 [Slots  63400.. 63499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0636 [Slots  63500.. 63599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 63570 + (16 * k) [k=0..1]
Row 0637 [Slots  63600.. 63699] | Count:  1 | Type: SINGLE             | Formula: Slot #63600 (Offset +0)
Row 0638 [Slots  63700.. 63799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0639 [Slots  63800.. 63899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0640 [Slots  63900.. 63999] | Count:  1 | Type: SINGLE             | Formula: Slot #63985 (Offset +85)
Row 0641 [Slots  64000.. 64099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #64011, Deltas: 9.47
Row 0642 [Slots  64100.. 64199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0643 [Slots  64200.. 64299] | Count:  1 | Type: SINGLE             | Formula: Slot #64268 (Offset +68)
Row 0644 [Slots  64300.. 64399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0645 [Slots  64400.. 64499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 64425 + (63 * k) [k=0..1]
Row 0646 [Slots  64500.. 64599] | Count:  1 | Type: SINGLE             | Formula: Slot #64505 (Offset +5)
Row 0647 [Slots  64600.. 64699] | Count:  1 | Type: SINGLE             | Formula: Slot #64657 (Offset +57)
Row 0648 [Slots  64700.. 64799] | Count:  1 | Type: SINGLE             | Formula: Slot #64735 (Offset +35)
Row 0649 [Slots  64800.. 64899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0650 [Slots  64900.. 64999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0651 [Slots  65000.. 65099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0652 [Slots  65100.. 65199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #65110, Deltas: 7.18
Row 0653 [Slots  65200.. 65299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 65249 + (3 * k) [k=0..1]
Row 0654 [Slots  65300.. 65399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 65360 + (35 * k) [k=0..1]
Row 0655 [Slots  65400.. 65499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0656 [Slots  65500.. 65599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 65515 + (83 * k) [k=0..1]
Row 0657 [Slots  65600.. 65699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0658 [Slots  65700.. 65799] | Count:  1 | Type: SINGLE             | Formula: Slot #65734 (Offset +34)
Row 0659 [Slots  65800.. 65899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0660 [Slots  65900.. 65999] | Count:  1 | Type: SINGLE             | Formula: Slot #65962 (Offset +62)
Row 0661 [Slots  66000.. 66099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0662 [Slots  66100.. 66199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0663 [Slots  66200.. 66299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0664 [Slots  66300.. 66399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0665 [Slots  66400.. 66499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 66448 + (46 * k) [k=0..1]
Row 0666 [Slots  66500.. 66599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0667 [Slots  66600.. 66699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 66615 + (6 * k) [k=0..1]
Row 0668 [Slots  66700.. 66799] | Count:  1 | Type: SINGLE             | Formula: Slot #66743 (Offset +43)
Row 0669 [Slots  66800.. 66899] | Count:  1 | Type: SINGLE             | Formula: Slot #66837 (Offset +37)
Row 0670 [Slots  66900.. 66999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0671 [Slots  67000.. 67099] | Count:  1 | Type: SINGLE             | Formula: Slot #67081 (Offset +81)
Row 0672 [Slots  67100.. 67199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 67102 + (50 * k) [k=0..1]
Row 0673 [Slots  67200.. 67299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0674 [Slots  67300.. 67399] | Count:  1 | Type: SINGLE             | Formula: Slot #67316 (Offset +16)
Row 0675 [Slots  67400.. 67499] | Count:  1 | Type: SINGLE             | Formula: Slot #67462 (Offset +62)
Row 0676 [Slots  67500.. 67599] | Count:  1 | Type: SINGLE             | Formula: Slot #67585 (Offset +85)
Row 0677 [Slots  67600.. 67699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0678 [Slots  67700.. 67799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0679 [Slots  67800.. 67899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #67818, Deltas: 13.54
Row 0680 [Slots  67900.. 67999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0681 [Slots  68000.. 68099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0682 [Slots  68100.. 68199] | Count:  1 | Type: SINGLE             | Formula: Slot #68151 (Offset +51)
Row 0683 [Slots  68200.. 68299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0684 [Slots  68300.. 68399] | Count:  1 | Type: SINGLE             | Formula: Slot #68340 (Offset +40)
Row 0685 [Slots  68400.. 68499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 68455 + (20 * k) [k=0..1]
Row 0686 [Slots  68500.. 68599] | Count:  1 | Type: SINGLE             | Formula: Slot #68542 (Offset +42)
Row 0687 [Slots  68600.. 68699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 68641 + (56 * k) [k=0..1]
Row 0688 [Slots  68700.. 68799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 68751 + (4 * k) [k=0..1]
Row 0689 [Slots  68800.. 68899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0690 [Slots  68900.. 68999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #68907, Deltas: 58.7
Row 0691 [Slots  69000.. 69099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 69004 + (27 * k) [k=0..1]
Row 0692 [Slots  69100.. 69199] | Count:  1 | Type: SINGLE             | Formula: Slot #69112 (Offset +12)
Row 0693 [Slots  69200.. 69299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 69211 + (54 * k) [k=0..1]
Row 0694 [Slots  69300.. 69399] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #69313, Deltas: 1.71.7
Row 0695 [Slots  69400.. 69499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0696 [Slots  69500.. 69599] | Count:  1 | Type: SINGLE             | Formula: Slot #69515 (Offset +15)
Row 0697 [Slots  69600.. 69699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0698 [Slots  69700.. 69799] | Count:  1 | Type: SINGLE             | Formula: Slot #69794 (Offset +94)
Row 0699 [Slots  69800.. 69899] | Count:  1 | Type: SINGLE             | Formula: Slot #69805 (Offset +5)
Row 0700 [Slots  69900.. 69999] | Count:  1 | Type: SINGLE             | Formula: Slot #69995 (Offset +95)
Row 0701 [Slots  70000.. 70099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 70036 + (17 * k) [k=0..1]
Row 0702 [Slots  70100.. 70199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 70130 + (37 * k) [k=0..1]
Row 0703 [Slots  70200.. 70299] | Count:  1 | Type: SINGLE             | Formula: Slot #70226 (Offset +26)
Row 0704 [Slots  70300.. 70399] | Count:  1 | Type: SINGLE             | Formula: Slot #70369 (Offset +69)
Row 0705 [Slots  70400.. 70499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0706 [Slots  70500.. 70599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0707 [Slots  70600.. 70699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #70602, Deltas: 57.9
Row 0708 [Slots  70700.. 70799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 70758 + (9 * k) [k=0..1]
Row 0709 [Slots  70800.. 70899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 70803 + (55 * k) [k=0..1]
Row 0710 [Slots  70900.. 70999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 70947 + (39 * k) [k=0..1]
Row 0711 [Slots  71000.. 71099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #71040, Deltas: 46.1
Row 0712 [Slots  71100.. 71199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 71109 + (16 * k) [k=0..1]
Row 0713 [Slots  71200.. 71299] | Count:  1 | Type: SINGLE             | Formula: Slot #71261 (Offset +61)
Row 0714 [Slots  71300.. 71399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 71368 + (27 * k) [k=0..1]
Row 0715 [Slots  71400.. 71499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 71403 + (36 * k) [k=0..1]
Row 0716 [Slots  71500.. 71599] | Count:  1 | Type: SINGLE             | Formula: Slot #71564 (Offset +64)
Row 0717 [Slots  71600.. 71699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0718 [Slots  71700.. 71799] | Count:  1 | Type: SINGLE             | Formula: Slot #71773 (Offset +73)
Row 0719 [Slots  71800.. 71899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0720 [Slots  71900.. 71999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #71943, Deltas: 6.34
Row 0721 [Slots  72000.. 72099] | Count:  1 | Type: SINGLE             | Formula: Slot #72079 (Offset +79)
Row 0722 [Slots  72100.. 72199] | Count:  1 | Type: SINGLE             | Formula: Slot #72170 (Offset +70)
Row 0723 [Slots  72200.. 72299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0724 [Slots  72300.. 72399] | Count:  1 | Type: SINGLE             | Formula: Slot #72355 (Offset +55)
Row 0725 [Slots  72400.. 72499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #72418, Deltas: 30.5
Row 0726 [Slots  72500.. 72599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #72560, Deltas: 12.3
Row 0727 [Slots  72600.. 72699] | Count:  1 | Type: SINGLE             | Formula: Slot #72646 (Offset +46)
Row 0728 [Slots  72700.. 72799] | Count:  3 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 72705 + (24 * k) [k=0..2]
Row 0729 [Slots  72800.. 72899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 72845 + (53 * k) [k=0..1]
Row 0730 [Slots  72900.. 72999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 72954 + (43 * k) [k=0..1]
Row 0731 [Slots  73000.. 73099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #73023, Deltas: 15.12
Row 0732 [Slots  73100.. 73199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 73151 + (35 * k) [k=0..1]
Row 0733 [Slots  73200.. 73299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #73227, Deltas: 1.22
Row 0734 [Slots  73300.. 73399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #73310, Deltas: 46.6
Row 0735 [Slots  73400.. 73499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0736 [Slots  73500.. 73599] | Count:  1 | Type: SINGLE             | Formula: Slot #73553 (Offset +53)
Row 0737 [Slots  73600.. 73699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0738 [Slots  73700.. 73799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 73716 + (43 * k) [k=0..1]
Row 0739 [Slots  73800.. 73899] | Count:  1 | Type: SINGLE             | Formula: Slot #73878 (Offset +78)
Row 0740 [Slots  73900.. 73999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #73905, Deltas: 32.62
Row 0741 [Slots  74000.. 74099] | Count:  1 | Type: SINGLE             | Formula: Slot #74062 (Offset +62)
Row 0742 [Slots  74100.. 74199] | Count:  1 | Type: SINGLE             | Formula: Slot #74180 (Offset +80)
Row 0743 [Slots  74200.. 74299] | Count:  1 | Type: SINGLE             | Formula: Slot #74292 (Offset +92)
Row 0744 [Slots  74300.. 74399] | Count:  1 | Type: SINGLE             | Formula: Slot #74340 (Offset +40)
Row 0745 [Slots  74400.. 74499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0746 [Slots  74500.. 74599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 74519 + (29 * k) [k=0..1]
Row 0747 [Slots  74600.. 74699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 74624 + (74 * k) [k=0..1]
Row 0748 [Slots  74700.. 74799] | Count:  1 | Type: SINGLE             | Formula: Slot #74798 (Offset +98)
Row 0749 [Slots  74800.. 74899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 74809 + (12 * k) [k=0..1]
Row 0750 [Slots  74900.. 74999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0751 [Slots  75000.. 75099] | Count:  1 | Type: SINGLE             | Formula: Slot #75028 (Offset +28)
Row 0752 [Slots  75100.. 75199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #75141, Deltas: 10.12
Row 0753 [Slots  75200.. 75299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0754 [Slots  75300.. 75399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #75311, Deltas: 21.29
Row 0755 [Slots  75400.. 75499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0756 [Slots  75500.. 75599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0757 [Slots  75600.. 75699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 75609 + (87 * k) [k=0..1]
Row 0758 [Slots  75700.. 75799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0759 [Slots  75800.. 75899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0760 [Slots  75900.. 75999] | Count:  1 | Type: SINGLE             | Formula: Slot #75950 (Offset +50)
Row 0761 [Slots  76000.. 76099] | Count:  1 | Type: SINGLE             | Formula: Slot #76002 (Offset +2)
Row 0762 [Slots  76100.. 76199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 76108 + (8 * k) [k=0..1]
Row 0763 [Slots  76200.. 76299] | Count:  1 | Type: SINGLE             | Formula: Slot #76208 (Offset +8)
Row 0764 [Slots  76300.. 76399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0765 [Slots  76400.. 76499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 76447 + (40 * k) [k=0..1]
Row 0766 [Slots  76500.. 76599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 76520 + (25 * k) [k=0..1]
Row 0767 [Slots  76600.. 76699] | Count:  1 | Type: SINGLE             | Formula: Slot #76644 (Offset +44)
Row 0768 [Slots  76700.. 76799] | Count:  1 | Type: SINGLE             | Formula: Slot #76740 (Offset +40)
Row 0769 [Slots  76800.. 76899] | Count:  1 | Type: SINGLE             | Formula: Slot #76834 (Offset +34)
Row 0770 [Slots  76900.. 76999] | Count:  1 | Type: SINGLE             | Formula: Slot #76945 (Offset +45)
Row 0771 [Slots  77000.. 77099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0772 [Slots  77100.. 77199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 77142 + (41 * k) [k=0..1]
Row 0773 [Slots  77200.. 77299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 77234 + (10 * k) [k=0..1]
Row 0774 [Slots  77300.. 77399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 77312 + (27 * k) [k=0..1]
Row 0775 [Slots  77400.. 77499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0776 [Slots  77500.. 77599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0777 [Slots  77600.. 77699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0778 [Slots  77700.. 77799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 77719 + (52 * k) [k=0..1]
Row 0779 [Slots  77800.. 77899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 77802 + (73 * k) [k=0..1]
Row 0780 [Slots  77900.. 77999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #77925, Deltas: 61.2
Row 0781 [Slots  78000.. 78099] | Count:  1 | Type: SINGLE             | Formula: Slot #78063 (Offset +63)
Row 0782 [Slots  78100.. 78199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 78109 + (73 * k) [k=0..1]
Row 0783 [Slots  78200.. 78299] | Count:  1 | Type: SINGLE             | Formula: Slot #78216 (Offset +16)
Row 0784 [Slots  78300.. 78399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 78301 + (54 * k) [k=0..1]
Row 0785 [Slots  78400.. 78499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 78405 + (79 * k) [k=0..1]
Row 0786 [Slots  78500.. 78599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0787 [Slots  78600.. 78699] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #78632, Deltas: 3.21.14
Row 0788 [Slots  78700.. 78799] | Count:  1 | Type: SINGLE             | Formula: Slot #78763 (Offset +63)
Row 0789 [Slots  78800.. 78899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #78830, Deltas: 43.19
Row 0790 [Slots  78900.. 78999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 78921 + (18 * k) [k=0..1]
Row 0791 [Slots  79000.. 79099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0792 [Slots  79100.. 79199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 79154 + (5 * k) [k=0..1]
Row 0793 [Slots  79200.. 79299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #79211, Deltas: 69.15
Row 0794 [Slots  79300.. 79399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #79308, Deltas: 24.28
Row 0795 [Slots  79400.. 79499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0796 [Slots  79500.. 79599] | Count:  1 | Type: SINGLE             | Formula: Slot #79551 (Offset +51)
Row 0797 [Slots  79600.. 79699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 79644 + (45 * k) [k=0..1]
Row 0798 [Slots  79700.. 79799] | Count:  1 | Type: SINGLE             | Formula: Slot #79774 (Offset +74)
Row 0799 [Slots  79800.. 79899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 79819 + (40 * k) [k=0..1]
Row 0800 [Slots  79900.. 79999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #79961, Deltas: 17.5
Row 0801 [Slots  80000.. 80099] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #80008, Deltas: 53.12.12
Row 0802 [Slots  80100.. 80199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0803 [Slots  80200.. 80299] | Count:  1 | Type: SINGLE             | Formula: Slot #80205 (Offset +5)
Row 0804 [Slots  80300.. 80399] | Count:  1 | Type: SINGLE             | Formula: Slot #80334 (Offset +34)
Row 0805 [Slots  80400.. 80499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 80419 + (15 * k) [k=0..1]
Row 0806 [Slots  80500.. 80599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 80505 + (46 * k) [k=0..1]
Row 0807 [Slots  80600.. 80699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 80610 + (21 * k) [k=0..1]
Row 0808 [Slots  80700.. 80799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #80729, Deltas: 11.43
Row 0809 [Slots  80800.. 80899] | Count:  1 | Type: SINGLE             | Formula: Slot #80826 (Offset +26)
Row 0810 [Slots  80900.. 80999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0811 [Slots  81000.. 81099] | Count:  1 | Type: SINGLE             | Formula: Slot #81092 (Offset +92)
Row 0812 [Slots  81100.. 81199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0813 [Slots  81200.. 81299] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #81222, Deltas: 3.18.1.10
Row 0814 [Slots  81300.. 81399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #81322, Deltas: 30.10
Row 0815 [Slots  81400.. 81499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #81417, Deltas: 62.4
Row 0816 [Slots  81500.. 81599] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #81535, Deltas: 5.16.7
Row 0817 [Slots  81600.. 81699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0818 [Slots  81700.. 81799] | Count:  1 | Type: SINGLE             | Formula: Slot #81770 (Offset +70)
Row 0819 [Slots  81800.. 81899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #81804, Deltas: 15.63
Row 0820 [Slots  81900.. 81999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 81939 + (32 * k) [k=0..1]
Row 0821 [Slots  82000.. 82099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #82047, Deltas: 19.15
Row 0822 [Slots  82100.. 82199] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #82127, Deltas: 36.6.3
Row 0823 [Slots  82200.. 82299] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #82243, Deltas: 13.3.9
Row 0824 [Slots  82300.. 82399] | Count:  1 | Type: SINGLE             | Formula: Slot #82399 (Offset +99)
Row 0825 [Slots  82400.. 82499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0826 [Slots  82500.. 82599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0827 [Slots  82600.. 82699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0828 [Slots  82700.. 82799] | Count:  1 | Type: SINGLE             | Formula: Slot #82739 (Offset +39)
Row 0829 [Slots  82800.. 82899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #82816, Deltas: 46.9.1
Row 0830 [Slots  82900.. 82999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0831 [Slots  83000.. 83099] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #83023, Deltas: 35.12.15
Row 0832 [Slots  83100.. 83199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0833 [Slots  83200.. 83299] | Count:  1 | Type: SINGLE             | Formula: Slot #83243 (Offset +43)
Row 0834 [Slots  83300.. 83399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #83344, Deltas: 27.14
Row 0835 [Slots  83400.. 83499] | Count:  1 | Type: SINGLE             | Formula: Slot #83464 (Offset +64)
Row 0836 [Slots  83500.. 83599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0837 [Slots  83600.. 83699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0838 [Slots  83700.. 83799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #83731, Deltas: 48.7
Row 0839 [Slots  83800.. 83899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0840 [Slots  83900.. 83999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #83910, Deltas: 55.12.15
Row 0841 [Slots  84000.. 84099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 84008 + (48 * k) [k=0..1]
Row 0842 [Slots  84100.. 84199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0843 [Slots  84200.. 84299] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #84208, Deltas: 38.25.19.3
Row 0844 [Slots  84300.. 84399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0845 [Slots  84400.. 84499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #84430, Deltas: 52.9
Row 0846 [Slots  84500.. 84599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #84508, Deltas: 31.14
